,Name,Club_Position,Height,Weight
10133,Marcos Figueroa,ataque,172,72
10135,Juan Ortiz,central,177,74
10138,Rodrigo Ureña,central,178,71
10141,Nicolás Orellana,ataque,180,73
10142,Luis Pavez,defensa,173,75
10144,Adolfo Lima,ataque,176,69
10145,Ray Vanegas,central,174,72
10146,Andrés Correa,defensa,174,73
10159,Francisco Sánchez,defensa,173,71
10161,Kris Doolan,ataque,178,71
10162,Nicolai Poulsen,central,176,70
10163,Jakob Blåbjerg,defensa,180,75
10165,Bartosz Szeliga,ataque,184,79
10167,Laurent Abergel,central,170,65
10172,Adrien Tamèze,central,180,78
10173,Jamie Allen,central,180,72
10176,Talal Al Absi,defensa,176,72
10178,Brede Mathias Moe,defensa,184,80
10180,Andrew Hoole,central,178,76
10185,Markus Lackner,central,191,75
10188,Ivan Toney,ataque,188,65
10192,Clarck Nsikulu,ataque,178,72
10194,Jeong Dong Ho,defensa,175,68
10195,Ricardo Nunes,defensa,180,73
10197,Dimitrij Nazarov,ataque,185,74
10202,Paul McGinn,defensa,175,68
10205,Nasiru Mohammed,ataque,172,70
10206,Eirik Hestad,central,183,71
10209,Luc Kassi,central,179,74
10216,Abdullah Ateef,central,177,68
10217,Hassan Kadish Mahbub,defensa,179,71
10219,Aqeel Al Sahabi,defensa,181,68
10221,Christian Nørgaard,central,185,76
10224,Thomas Ebner,defensa,180,72
10225,Lucas Chiaretti,ataque,171,67
10227,Marc André Schmerböck,ataque,178,72
10229,Simon Piesinger,central,192,84
10233,Paweł Oleksy,defensa,182,76
10237,Omar Abdulaziz,central,169,75
10238,Jufain Al Bishi,defensa,179,74
10239,Cristian Benavente,ataque,173,68
10244,Geoffrey Malfleury,central,166,65
10245,Farid Beziouen,central,168,64
10246,Umberto Germano,central,179,70
10251,Ahmed Ali Wailbi,defensa,179,70
10252,Augusto,defensa,180,76
10255,Tom Anderson,defensa,193,83
10261,Morgan Fox,defensa,185,78
10262,Robin Buwalda,defensa,188,82
10266,Christophe Hérelle,defensa,188,75
10267,Marcus Danielsson,defensa,191,81
10270,Martín Rivero,central,175,72
10273,Lukas Thürauer,ataque,183,75
10275,Patrik Mráz,central,187,75
10277,Amari'i Bell,central,180,77
10278,Zié Diabaté,defensa,177,65
10282,Callum Reilly,central,185,78
10287,Juan Sánchez Sotelo,ataque,180,79
10289,Remie Streete,defensa,187,82
10292,Jordan Willis,defensa,180,70
10294,Daniel Georgievski,defensa,179,74
10298,Harry Toffolo,defensa,183,71
10301,Cauley Woodrow,ataque,184,74
10305,Enzio Boldewijn,central,185,76
10311,Frederik Helstrup,defensa,188,82
10315,Stephan Auer,central,176,74
10318,Choi Jong Hoan,defensa,178,66
10326,Charly Charrier,ataque,181,79
10333,Torric,central,160,57
10334,Louis Laing,defensa,188,82
10336,Elliott Hewitt,defensa,180,75
10337,Jake Reeves,central,170,70
10341,Petar Filipović,defensa,188,83
10344,Marcos Ureña,ataque,179,70
10348,Ko Moo Yeol,ataque,185,78
10350,Johan Persson,central,183,80
10355,Magnar Ødegaard,defensa,186,80
10359,Kim Dong Woo,defensa,189,87
10360,Carl Winchester,ataque,183,77
10364,Torbjørn Agdestein,ataque,186,81
10365,Emil Scheel,central,186,79
10366,Adam Thompson,defensa,183,78
10370,Ollie Banks,central,190,75
10371,Ronaldo,central,178,78
10373,Max Ehmer,defensa,188,70
10374,Kieron Freeman,central,178,79
10375,Fredrik Haugen,central,184,76
10378,Ryan Leonard,central,185,82
10380,Philipp Prosenik,ataque,188,80
10383,Aymen Belaïd,defensa,187,75
10392,Kévin Perrot,defensa,170,63
10394,Gaël Angoula,defensa,177,75
10398,Fabrizio Paghera,central,185,81
10400,Pierre Bouby,central,185,78
10402,Xavier Kouassi,central,173,68
10403,Mark Connolly,defensa,185,77
10404,Alexander Faltsetas,central,181,80
10407,Jakob Orlov,ataque,186,81
10410,Conor McAleny,ataque,178,66
10420,Tom Parkes,defensa,188,79
10421,Breyner Bonilla,defensa,188,86
10422,Evgeniy Bashkirov,central,175,64
10424,Mustapha Dumbuya,defensa,170,71
10428,Simon Jakobsen,defensa,190,86
10430,Łukasz Burliga,defensa,184,78
10434,Leon Legge,defensa,193,80
10437,Emil Jonassen,defensa,176,78
10438,Chris Shields,central,186,78
10439,Michael Marrone,defensa,180,78
10442,Emil Wahlström,defensa,183,82
10443,Emilio Orrantía,defensa,172,64
10446,Lee Ji Nam,defensa,183,70
10447,Abdullah Ahmed Al Asta,defensa,174,63
10451,Lalawélé Atakora,central,175,68
10452,Kosuke Kikuchi,defensa,182,72
10453,Yusuke Tasaka,defensa,174,69
10457,Marcel Ziegl,central,182,74
10461,Thomas Fontaine,defensa,184,83
10463,Mats Solheim,defensa,178,76
10464,Mostafa Abdellaoue,ataque,181,73
10465,Jordan Bowery,ataque,188,76
10468,César Ortiz,defensa,182,77
10472,Mark Marshall,central,170,69
10473,Joseph Mills,defensa,175,70
10474,Paddy Madden,ataque,183,76
10475,Temitope Obadeyi,ataque,182,86
10476,Abdülkadir Kayalı,central,176,66
10481,Loïc Damour,central,181,75
10486,Jasmin Sudić,defensa,193,87
10487,Alex MacDonald,ataque,170,72
10488,Serge Deblé,ataque,171,62
10489,Nicolas Giani,defensa,182,81
10492,Clemens Walch,central,181,77
10495,Nemanja Rnić,defensa,179,73
10496,Gaetano Masucci,ataque,173,72
10499,Jou Silva,ataque,180,66
10500,Carlos Gutiérrez,defensa,166,69
10502,Omar Mendoza,defensa,173,72
10504,Jairo González,defensa,169,79
10505,Kristian Álvarez,defensa,183,80
10512,Taijo Teniste,defensa,172,64
10513,Gonzalo Zárate,ataque,184,73
10515,Alex Dyer,central,177,74
10516,Dani Abalo,central,172,68
10517,Ryan Dickson,defensa,177,72
10521,Sal Zizzo,defensa,173,73
10522,Ángel Martínez,central,179,74
10526,Boris Prokopič,central,181,74
10530,Tom Elliott,ataque,191,76
10532,Błażej Augustyn,defensa,191,85
10533,Vegard Skjerve,defensa,187,78
10534,Emmanuel Bourgaud,central,179,70
10535,Samuel Bouhours,defensa,180,75
10536,Féthi Harek,defensa,175,65
10540,Robert Cornthwaite,defensa,197,84
10542,Andreas Landgren,defensa,176,74
10544,Dino Djulbic,defensa,194,90
10548,Ronan Finn,central,184,74
10549,Anthony Annan,central,175,64
10550,Reuben Reid,ataque,183,77
10552,Michael Harrington,defensa,183,77
10553,Adam Marciniak,central,186,78
10555,Karamoko Cissé,ataque,184,78
10559,Mikkel Vendelbo,central,185,79
10564,Filipe Morais,central,175,83
10565,Chinedu Ede,ataque,179,84
10566,Cristián Canío,ataque,170,76
10569,Grzegorz Piesio,ataque,185,81
10570,Rafał Grodzicki,defensa,192,91
10576,Conor Sammon,ataque,186,75
10577,Romano Perticone,defensa,184,76
10578,Anthony Wordsworth,central,185,76
10581,Daniel Jones,central,188,89
10582,Joel Grant,central,183,70
10583,Rory McArdle,defensa,185,72
10584,Fábio Ferreira,ataque,178,72
10590,Mikael Dahlberg,ataque,192,84
10593,Anthony Grant,central,178,71
10595,Stephen O'Donnell,central,177,77
10597,Cristian Llama,ataque,179,72
10600,Darius Charles,defensa,185,85
10603,Espen Børufsen,ataque,179,83
10606,Stephen Dawson,central,183,71
10608,Andrea Esposito,defensa,191,84
10610,Michele Troiano,central,189,82
10611,Simeon Jackson,ataque,173,73
10612,Leon Barnett,defensa,185,72
10615,Paul Robinson,defensa,188,81
10618,Chris Eagles,central,183,67
10624,Claudio Lustenberger,defensa,182,75
10625,Elsad Zverotić,defensa,179,75
10631,Nicky Adler,central,181,75
10632,Hannu Patronen,defensa,183,80
10635,Kang Min Soo,defensa,186,76
10636,Jang Hak Young,defensa,170,63
10640,Mounir Hamoud,defensa,177,69
10643,Daniel Fredheim Holm,ataque,180,77
10644,Mathias Tauber,defensa,186,79
10652,Igor Shevchenko,ataque,180,70
10660,Javier Restrepo,central,172,75
10662,Ian Evatt,defensa,191,88
10663,Jonathan Stead,ataque,191,76
10667,Jamal Campbell-Ryce,central,170,78
10672,François Zoko,ataque,183,75
10673,Oguchi Onyewu,defensa,196,95
10677,Marc Richards,ataque,180,81
10680,Adam Chambers,central,178,71
10681,Dulee Johnson,central,176,70
10682,Steven Hammell,defensa,173,78
10684,Stephen Pearson,central,185,71
10685,Nathan Clarke,defensa,185,81
10694,Ian Harkes,central,183,73
10699,Federico Maracchi,central,186,78
10708,Nick Lima,defensa,175,80
10709,Alex Crognale,defensa,196,93
10723,Lucas Márquez,defensa,177,73
10725,Nicolas Ngamaleu,ataque,181,77
10728,Juan Brunetta,central,175,68
10729,Francesco Cassata,central,183,75
10737,Bob Straetman,central,185,70
10742,Othman El Kabir,central,175,72
10747,Leandro Sosa,central,177,70
10748,Jonathan Menéndez,central,166,62
10759,Dimitar Iliev,ataque,185,82
10764,Michael Ambichl,central,178,72
10770,Jordan Lefort,defensa,184,81
10771,Omar Bogle,ataque,191,80
10773,Icaro,defensa,181,74
10779,Roland Sallai,ataque,180,69
10781,Artur,central,181,68
10785,Claudio Mouria,ataque,183,78
10791,Yeferson Soteldo,central,160,55
10792,Barış Atik,ataque,169,72
10796,Aron Sigurdarson,central,177,70
10800,Mauro Albertengo,ataque,186,78
10808,Riki Harakawa,central,175,72
10813,Yusuke Tanaka,central,176,75
10816,Akimi Barada,central,173,69
10818,Shuto Yamamoto,defensa,180,69
10819,Yuichi Maruyama,defensa,183,74
10822,Santiago Colombatto,central,176,71
10824,Yutaka Yoshida,defensa,168,69
10825,Shun Morishita,defensa,178,72
10827,Mariano Bareiro,defensa,182,72
10830,Kotaro Omori,central,167,63
10831,Yuta Nakayama,defensa,181,76
10832,Ryohei Yamazaki,ataque,173,73
10833,Kei Koizumi,central,173,69
10834,Patrik Mišák,central,184,75
10836,Naoki Sugai,central,178,70
10838,Kazuki Oiwa,defensa,183,78
10839,Naoki Ishikawa,defensa,180,74
10845,Harold Mosquera,central,168,70
10847,José Kanté,ataque,184,76
10848,Ko Tae Won,defensa,187,80
10851,Jarosław Niezgoda,ataque,185,73
10860,Iván Ochoa,central,182,72
10862,Félix García,defensa,185,82
10866,Luis Caicedo,central,172,67
10883,Vagnão Junior,ataque,172,62
10884,Flávio Triginho,ataque,173,66
10885,Fabiano Pulheim,ataque,181,75
10889,Muo Cadete,defensa,188,94
10891,Raullino Meneses,defensa,184,80
10900,Alessandro Piu,ataque,186,77
10902,Luis García,central,175,70
10903,Joseph Aidoo,defensa,180,80
10911,Daniel Aase,ataque,181,80
10916,José Bizama,defensa,178,75
10919,Dino Mikanović,defensa,174,72
10923,Nemanja Antonov,defensa,182,75
10937,Luvuyo Memela,central,169,65
10941,Alban Pnishi,central,189,81
10954,Dominique Badji,ataque,183,79
10959,Gonzalo Di Renzo,central,181,74
10962,Sigurd Rosted,defensa,186,78
10963,Deiver Parra,defensa,180,75
10967,Lucas Gamba,ataque,170,70
10971,Joel Amoroso,central,185,70
10973,Diego Valoyes,central,180,76
10981,Hernán Da Campo,central,175,70
10995,Ibrahim Cissé,defensa,184,77
11006,Francesco Nicastro,ataque,182,78
11011,Mohammed Al Kuwaykibi,central,167,61
11012,Daniel Crowley,ataque,175,68
11016,Andrea Schenetti,central,175,72
11023,Christophe Psyché,defensa,189,85
11025,Mattia Bani,defensa,189,79
11026,Frederik Børsting,central,183,74
11033,Jeppe Tverskov,defensa,185,84
11035,Tomislav Božić,defensa,185,77
11037,Ismail Mohammed Al Maghrabi,central,176,70
11043,Farrend Rawson,defensa,193,73
11047,Markus Wostry,defensa,184,74
11049,Claudio Jopia,defensa,174,75
11050,Sebastian Ernst,central,177,68
11056,Marco Moscati,central,179,73
11057,Jaroslaw Jach,defensa,190,81
11061,Ole Martin Rindarøy,defensa,172,70
11067,Harrison Dunk,central,184,73
11068,Jon Nolan,central,180,72
11069,Tarkan Serbest,central,182,73
11076,Juan Núñez,central,184,83
11080,Ange Digbeu,defensa,180,70
11083,Kristian Fardal Opseth,ataque,188,92
11085,James Bree,defensa,178,74
11086,Bryan Carvallo,ataque,164,61
11088,Peter Žulj,central,185,80
11096,Yorman Rueda,central,172,63
11097,Sid Nelson,defensa,185,75
11102,Gustavo Villarruel,central,172,67
11103,Rodrigo Echeverría,central,181,73
11110,Adam Eriksson,defensa,186,82
11113,Tapio Heikkilä,defensa,185,80
11115,Brandon Borrello,ataque,178,79
11119,Sebastiano Luperto,defensa,191,75
11120,Mattia Zaccagni,central,176,63
11121,Simone Emmanuello,central,188,75
11128,Magomed Musalov,defensa,180,72
11133,Cristian Flórez,defensa,180,80
11137,Lucas Mancinelli,central,168,68
11139,Jacopo Manconi,ataque,180,72
11143,Manuel De Iriondo,central,179,75
11147,Maciej Urbańczyk,central,174,67
11157,Sebastián Domínguez,central,180,76
11158,Stephan Zwierschitz,defensa,183,75
11159,Patricio Matricardi,defensa,189,85
11164,Gianluca Di Chiara,defensa,185,80
11169,Jake Cooper,defensa,193,85
11170,Jan Gyamerah,defensa,184,77
11172,Uche Ikpeazu,ataque,191,78
11175,Emiliano Méndez,central,186,82
11180,Liam Lindsay,defensa,193,89
11184,Marcus Ingvartsen,ataque,187,76
11185,Ismael Quílez,central,171,75
11187,Eros Medaglia,defensa,175,70
11193,Franco Ragusa,ataque,180,76
11194,Luis Casanova,defensa,182,78
11197,Félix Micolta,defensa,176,76
11198,Edison Duarte,defensa,171,67
11201,Luis Paz,central,175,70
11203,Nelson Sepúlveda,central,167,67
11204,Mario González,central,178,76
11208,Camilo Mancilla,defensa,185,78
11210,Hayden White,defensa,185,68
11211,Paul Paton,central,178,74
11218,Jacob Une Larsson,defensa,180,74
11219,Fouad Bachirou,central,169,65
11233,Storm Roux,defensa,181,71
11234,Matt Preston,defensa,185,78
11236,Callum Camps,ataque,180,75
11238,Scott Galloway,defensa,176,72
11245,Genki Omae,ataque,166,67
11249,Pascal Gregor,defensa,185,74
11250,Ebere Paul Onuachu,ataque,201,84
11251,Jack O'Connell,defensa,191,85
11255,Sean Maguire,ataque,175,68
11256,Andrew Nabbout,central,175,80
11259,Markus Schwabl,central,182,71
11261,Ben Garuccio,ataque,173,70
11263,Tim Knipping,defensa,189,82
11267,Abdullah Al Salem,ataque,183,75
11270,Joel Untersee,defensa,181,79
11284,Sean Kelly,defensa,191,76
11285,Srđan Spiridonović,central,172,69
11286,Santiago Tréllez,ataque,186,84
11289,Moataz Al Mosa,central,175,83
11290,Christian Burgess,defensa,196,84
11300,Kévin Afougou,defensa,182,82
11301,Luca Verna,central,181,78
11303,Yahya Otayn,central,182,64
11304,Sean Kavanagh,defensa,174,62
11306,Sebastian Rudol,defensa,183,77
11308,Brandon O'Neill,central,179,78
11311,Danny Rose,central,170,66
11312,Matty Blair,central,178,74
11315,Yahya Al Musallam,defensa,187,82
11316,David Moberg-Karlsson,central,179,76
11318,Khaled Al Zealaiy,central,176,63
11319,Malvind Benning,defensa,178,77
11320,Will Vaulks,defensa,180,75
11321,Mihret Topčagić,ataque,192,92
11322,Nick Fitzgerald,ataque,175,73
11330,Bae Seul Gi,defensa,183,79
11331,Kent-Are Antonsen,defensa,172,70
11332,Francisco Júnior,central,172,70
11338,Rafael Silva,ataque,179,72
11342,Michael Enge Haukås,central,190,85
11343,Luke James,ataque,183,80
11352,Szymon Drewniak,central,179,70
11355,Troels Kløve,central,177,78
11356,André Bjerregaard,ataque,188,80
11359,Jason Naismith,central,188,83
11369,Conor O'Brien,central,178,69
11371,Rhys Bennett,defensa,191,76
11373,Miłosz Przybecki,central,176,66
11375,Daniel Leadbitter,defensa,192,76
11379,Joel Allansson,central,174,68
11380,Matthew Kennedy,central,175,65
11381,Pak Kwang Ryong,ataque,188,83
11383,Abraham Stringel,defensa,173,70
11396,Matteo Tosetti,central,177,70
11402,Jake Carroll,defensa,183,78
11407,Loïc Puyo,ataque,182,78
11411,Jordan Clark,central,183,73
11412,Cian Bolger,defensa,193,78
11413,Ole Heieren Hansen,defensa,190,90
11415,Stephen McLaughlin,central,175,77
11418,George Baldock,defensa,175,67
11419,Gael Bigirimana,central,177,74
11423,Billy Bodin,central,180,70
11428,Miroslav Božok,central,175,71
11433,Emil Larsen,central,183,78
11435,George Saunders,central,176,74
11439,Gavin Massey,central,180,75
11440,Stjepan Kukuruzović,central,180,76
11441,Lee Seung Hee,central,183,85
11445,Yang Jun A,central,188,81
11450,Stefano Pettinari,ataque,185,79
11451,Dean Parrett,central,178,73
11454,Tor Arne Andreassen,central,185,78
11455,Joakim Våge Nilsen,defensa,177,73
11456,Marcel Rømer,central,181,80
11457,Shaun Francis,defensa,183,75
11458,Jake Taylor,central,177,77
11459,Marius Amundsen,defensa,185,72
11460,George Francomb,defensa,181,73
11462,Kadeem Harris,central,175,68
11465,Jamie Proctor,ataque,188,78
11466,Luke Wilkinson,defensa,188,74
11467,John Marquis,ataque,185,73
11468,Gregg Wylde,central,175,72
11470,Tom Flanagan,defensa,194,76
11471,Ashley Eastham,defensa,191,90
11473,Billy Kee,ataque,175,72
11475,Matt Tootle,defensa,173,77
11477,Barge,defensa,174,69
11481,Matty Lund,central,183,76
11482,Thomas Sørensen,defensa,187,83
11485,Paul Downing,defensa,186,79
11486,Ben Reeves,central,172,67
11487,Olivier Bonnes,central,187,73
11491,Lee Yong Rae,central,175,71
11493,Park Jong Jin,defensa,179,74
11497,Marcel Gaus,central,183,80
11500,Cody McDonald,ataque,178,70
11502,David Myrestam,defensa,181,79
11503,Patrick Mortensen,ataque,188,84
11508,Victor Pálsson,central,186,75
11509,Alexander Groven,defensa,183,82
11510,Michael Smith,ataque,194,86
11514,James Vincent,central,180,70
11516,Peter Grajciar,central,182,80
11517,Manuel Pascali,defensa,188,83
11518,Arnór Smárason,central,185,78
11519,Mickaël Facchinetti,defensa,184,80
11522,Louis Clément Ngwat Mahop,central,183,78
11523,Paul Taylor,ataque,170,71
11529,Eoin Doyle,ataque,182,73
11532,Nathan Smith,defensa,183,76
11533,Niall Canavan,defensa,191,76
11534,Lars Krogh Gerson,central,187,76
11536,Daniel Mullen,defensa,185,86
11539,John-Joe O'Toole,central,186,82
11540,Jacob Mellis,central,181,69
11543,John Akinde,ataque,188,87
11544,Lee Collins,central,180,83
11546,Simon Madden,defensa,175,75
11547,Matt Green,ataque,184,81
11553,Alain Wiss,central,180,67
11555,Mario de Luna,defensa,179,82
11560,Krystian Pearce,defensa,188,95
11561,Fredrik Carlsen,central,175,65
11562,Jérémy Huyghebaert,defensa,180,72
11563,Jonas Lantto,central,169,69
11564,Gary Deegan,central,176,75
11565,Bruce Djité,ataque,185,85
11567,Leigh Broxham,central,169,70
11570,Zoumana Bakayogo,defensa,175,69
11578,Mathieu Ligoule,central,179,73
11579,Antoine Ponroy,defensa,185,75
11581,Gonzalo Abán,ataque,179,77
11582,Hubert Wołąkiewicz,defensa,182,79
11584,Marcin Kowalczyk,defensa,182,82
11585,Hans Julius Norbye,defensa,176,76
11586,Lewis Alessandra,central,175,73
11587,Cristiano Del Grosso,central,171,66
11588,Luis Gabriel Solis,central,177,70
11589,Marco Martin,defensa,178,70
11590,Patrick Kristensen,defensa,173,68
11591,Martin Christensen,central,180,80
11592,Isaiah Osbourne,central,188,79
11595,Walter Busse,central,168,69
11597,Sam Foley,central,183,74
11601,Andy Barcham,central,175,75
11604,Ben Purkiss,defensa,185,70
11608,Jake Wright,defensa,185,70
11611,David Buchanan,defensa,173,67
11613,Owen Garvan,central,183,67
11615,Jesper Lange,ataque,178,71
11616,David Mirfin,defensa,188,94
11621,Pablo Guiñazú,central,172,71
11626,Tobias Eriksson,central,178,70
11628,Adebayo Akinfenwa,ataque,178,110
11629,Adam El-Abd,defensa,180,88
11630,Ville Jalasto,defensa,183,83
11631,Peter Nymann,defensa,179,75
11633,Oddbjørn Lie,defensa,187,91
11635,Mark Yeates,central,174,69
11637,Michael Doyle,central,178,71
11638,Gareth Evans,defensa,183,80
11639,Hannes Aigner,ataque,185,81
11641,Danny Collins,defensa,183,77
11653,Tomokazu Myojin,central,174,70
11662,Łukasz Surma,central,177,70
11665,Morten Gamst Pedersen,central,183,74
11666,Joachim Standfest,defensa,180,76
11673,Brooks Lennon,central,177,70
11682,Lumor Agbenyenu,central,175,70
11692,Kim Min Jae,defensa,190,78
11723,Marco Borgnino,central,176,70
11732,Paulo Lima,defensa,182,73
11737,Aleksandr Kokko,ataque,189,87
11751,Luisinho,ataque,175,66
11753,Artem Popov,central,176,66
11765,Sebastián Ramírez,defensa,180,75
11767,Ian Escobar,defensa,172,63
11768,Dimitri Liénard,central,184,77
11770,Ali Manouchehri,defensa,186,68
11772,Blair Alston,central,183,78
11776,Arkadiusz Reca,central,187,81
11779,David Stec,defensa,179,70
11780,Andrija Pavlović,ataque,189,85
11783,Ricardo Reyes,central,181,66
11789,Joey Groenbast,defensa,183,77
11803,Nicolás Benegas,ataque,185,80
11809,Samuel Grandsir,central,168,64
11810,Steffen Lie Skålevik,ataque,180,75
11811,Seol Tae Soo,ataque,172,60
11817,Sherel Floranus,defensa,181,74
11821,Marcos Minetti,central,185,82
11822,Sho Inagaki,central,175,72
11823,Ryohei Arai,defensa,183,67
11824,Toshiya Sueyoshi,central,175,75
11826,Naoyuki Fujita,central,175,68
11832,Takuya Wada,defensa,170,63
11835,Keigo Numata,defensa,170,65
11843,Izuchukwu Jude Anthony,defensa,185,70
11846,Hirotaka Mita,central,173,63
11847,Shota Kobayashi,defensa,173,70
11848,Juan Moreno,ataque,189,76
11852,Steven Ugarković,central,187,79
11854,Roni Peiponen,defensa,175,69
11855,Norbert Balogh,ataque,197,80
11861,Patrick Pedersen,ataque,179,70
11863,Fredric Fendrich,central,175,77
11867,Jonathan Mexique,central,175,74
11872,Naif Abdullah Hazzazi,central,175,70
11884,Joe Worrall,defensa,193,64
11887,Ahmed Yousef Zain,central,177,64
11889,Rodolfo Pittaça,central,180,75
11890,Edardynho Neto,central,175,75
11905,Omar Duarte,ataque,180,70
11906,Osvaldo Rodríguez,defensa,175,73
11909,Svyatoslav Georgievskiy,ataque,177,72
11939,Mickaël Tirpan,central,180,76
11941,Mauro Pitton,central,174,70
11942,Eric Remedi,central,169,72
11945,Kenji-Van Boto,defensa,180,71
11947,Lucas Martínez Quarta,defensa,183,78
11957,Leonardo Godoy,defensa,180,70
11963,Jonathan Aspropotamitis,defensa,188,76
11964,Markus Nakkim,defensa,187,77
11965,Lee Yeong Jae,central,174,60
11971,Déiner Córdoba,central,175,73
11975,Dylan Saint-Louis,ataque,184,77
11977,David Gómez,defensa,173,73
11978,Eduar Caicedo,defensa,186,79
11979,Harrison Canchimbo,defensa,166,64
11980,Matty Cash,central,185,64
11982,Agustín Sandona,defensa,184,78
11983,Taylor Moore,central,184,80
11985,Nicolás Mazzola,ataque,188,81
11986,Kim Min Hyeok,ataque,182,65
12002,Moussa Niakhaté,defensa,190,80
12010,Lewis Page,defensa,178,72
12011,Andrea Palazzi,central,178,73
12015,Faisal Ahmed Al Kharaa,defensa,179,67
12023,Tom Doyle,defensa,183,73
12028,Dennis Chessa,defensa,175,60
12032,Fabio Strauss,defensa,195,84
12041,Özgür Özdemir,defensa,189,80
12042,Erik Marxen,defensa,185,80
12043,Javier Correa,ataque,187,85
12047,Emanuel Cecchini,central,179,78
12051,Jarosław Kubicki,central,179,69
12066,Mathias Normann,central,179,75
12068,Jakub Bartosz,defensa,183,76
12070,Chris Cadden,central,183,71
12079,Simen Kind Mikalsen,defensa,184,77
12080,Matt Clarke,defensa,188,74
12083,Kwame Bonsu,central,182,75
12086,Song Seung Min,ataque,187,77
12087,Carlos Ramírez,defensa,183,81
12089,Nathan Thomas,ataque,178,80
12092,Jorge Ramos,ataque,182,80
12097,Ben Gladwin,central,186,86
12100,Abdulmajeed Al Sulayhim,central,169,63
12111,Marcos Acosta,central,183,76
12113,Diego Mendoza,ataque,186,86
12120,Bradley Halliday,defensa,180,68
12124,Mateusz Kupczak,central,176,76
12125,Dani Calvo,defensa,190,82
12126,Olivier Custodio,central,179,74
12130,David Djigla,central,175,73
12137,Cameron Burgess,defensa,194,81
12144,Jak McCourt,central,178,68
12146,Mario Leitgeb,central,183,76
12147,Peter Tschernegg,central,181,75
12149,Federico Angiulli,central,176,68
12152,Jason McCarthy,defensa,186,80
12153,Robert Hunt,defensa,171,67
12155,Robert Skov,central,185,76
12156,Tortol Lumanza,central,180,74
12157,Robbie Muirhead,central,191,75
12158,Joshua Yorwerth,defensa,185,75
12165,Kevin Valenzuela,central,173,78
12167,Gino Alucema,defensa,174,74
12169,Orlando Gutiérrez,defensa,176,78
12171,Mario Larenas,defensa,173,67
12175,Francisco Piña,ataque,173,69
12177,Yúber Asprilla,ataque,163,59
12179,Jaime Grondona,ataque,180,78
12180,Sergio Velázquez,central,179,70
12181,Jossymar Gómez,central,174,69
12187,Diego Chica,central,170,70
12195,Cristián Rojas,defensa,174,74
12197,Joe Bunney,defensa,188,72
12200,Tom Lapslie,central,168,69
12202,Christie Elliott,central,185,81
12209,Jo Seong Joon,ataque,176,67
12210,Jack Clisby,defensa,180,72
12211,Ben Davies,defensa,185,74
12212,Tobias Badila,defensa,181,78
12215,Ayman Ftinei,ataque,175,72
12218,Luis Solignac,ataque,184,78
12226,Benjamin Kololli,central,181,76
12228,Michele Rigione,defensa,186,82
12231,Robbin Sellin,central,168,66
12233,Mahmood Moaaz Hasah,defensa,176,75
12234,Krystian Nowak,defensa,188,83
12238,Simone Pecorini,defensa,190,81
12240,Abdullah Saud Al Mutairi,ataque,177,72
12243,Frederik Holst,central,177,70
12250,Mohammed Al Fatil,defensa,179,70
12252,Orhan Ademi,ataque,189,85
12257,Rakish Bingham,ataque,180,75
12258,Kenny van der Weg,central,184,87
12259,Maksymilian Rogalski,central,180,82
12260,Corey Brown,defensa,174,69
12268,Simon Andreas Larsen,defensa,193,84
12270,Rafael Garcia,defensa,167,68
12271,Pelly Ruddock Mpanzu,central,175,63
12277,Rory Gaffney,ataque,184,76
12278,Ole Amund Sveen,ataque,180,72
12280,Adrián Calello,central,178,71
12286,David Babunski,ataque,177,68
12287,Brandon Miele,central,175,73
12288,Ezgjan Alioski,ataque,172,65
12297,Kal Naismith,central,186,78
12300,Adedeji Oshilaja,defensa,181,75
12304,Daniel Redmond,central,175,67
12305,Curtis Edwards,central,180,65
12306,Charlie Wyke,ataque,181,74
12307,Matteo Legittimo,defensa,184,76
12308,Maximilian Sax,central,179,70
12310,Aaron Pierre,defensa,185,88
12316,Jakub Sokolik,defensa,185,77
12319,Chris Harold,central,176,78
12321,Amin Nazari,central,182,79
12323,Sean Gannon,defensa,183,67
12324,Joe Riley,defensa,183,71
12326,Matt Crooks,central,192,72
12327,Måns Söderqvist,ataque,176,70
12328,Kristoffer Haraldseid,central,180,74
12330,Andraž Struna,defensa,185,72
12333,Patrick McEleney,central,180,84
12334,Brian Gartland,defensa,188,85
12335,Mathias Nielsen,defensa,187,80
12342,Michael Ortega,ataque,170,69
12343,Maciej Jankowski,central,181,68
12346,Matthias Maak,defensa,191,87
12347,Michael Novak,defensa,183,77
12348,Piero Mingoia,central,169,70
12350,Alois Höller,defensa,192,82
12351,Ko Cha Won,central,169,69
12353,Jonas Grønner,defensa,183,80
12354,Anton Lans,defensa,182,80
12355,David McMillan,ataque,180,77
12358,Tom Eaves,ataque,193,86
12359,Marcus Haber,ataque,191,87
12360,Paris Cowan-Hall,ataque,173,73
12362,Pietro De Giorgio,ataque,178,70
12363,Thomas Drage,central,175,62
12364,Aristote Nsiala,defensa,193,78
12367,Jóan Símun Edmundsson,central,184,70
12371,Reggie Lambe,central,175,81
12378,Marco Aratore,central,171,61
12380,Kantemir Berkhamov,central,181,80
12382,Giorgi Merebashvili,central,179,75
12383,Jack Payne,central,175,58
12384,Adam Barton,central,187,77
12385,Joe Edwards,central,173,73
12390,Eial Strahman,ataque,183,79
